Date,Close,Dividend
2010-06-29,1.592667,0.000000
2010-06-30,1.588667,0.000000
2010-07-01,1.464000,0.000000
2010-07-02,1.280000,0.000000
2010-07-06,1.074000,0.000000
2010-07-07,1.053333,0.000000
2010-07-08,1.164000,0.000000
2010-07-09,1.160000,0.000000
2010-07-12,1.136667,0.000000
2010-07-13,1.209333,0.000000
2010-07-14,1.322667,0.000000
2010-07-15,1.326000,0.000000
2010-07-16,1.376000,0.000000
2010-07-19,1.460667,0.000000
2010-07-20,1.353333,0.000000
2010-07-21,1.348000,0.000000
2010-07-22,1.400000,0.000000
2010-07-23,1.419333,0.000000
2010-07-26,1.396667,0.000000
2010-07-27,1.370000,0.000000
2010-07-28,1.381333,0.000000
2010-07-29,1.356667,0.000000
2010-07-30,1.329333,0.000000
2010-08-02,1.394667,0.000000
2010-08-03,1.463333,0.000000
2010-08-04,1.417333,0.000000
2010-08-05,1.363333,0.000000
2010-08-06,1.306000,0.000000
2010-08-09,1.306667,0.000000
2010-08-10,1.268667,0.000000
2010-08-11,1.193333,0.000000
2010-08-12,1.173333,0.000000
2010-08-13,1.221333,0.000000
2010-08-16,1.252000,0.000000
2010-08-17,1.276667,0.000000
2010-08-18,1.251333,0.000000
2010-08-19,1.252667,0.000000
2010-08-20,1.273333,0.000000
2010-08-23,1.342000,0.000000
2010-08-24,1.280000,0.000000
2010-08-25,1.326667,0.000000
2010-08-26,1.316667,0.000000
2010-08-27,1.313333,0.000000
2010-08-30,1.324667,0.000000
2010-08-31,1.298667,0.000000
2010-09-01,1.363333,0.000000
2010-09-02,1.404000,0.000000
2010-09-03,1.403333,0.000000
2010-09-07,1.369333,0.000000
2010-09-08,1.393333,0.000000
2010-09-09,1.380667,0.000000
2010-09-10,1.344667,0.000000
2010-09-13,1.381333,0.000000
2010-09-14,1.408000,0.000000
2010-09-15,1.465333,0.000000
2010-09-16,1.396000,0.000000
2010-09-17,1.348667,0.000000
2010-09-20,1.404000,0.000000
2010-09-21,1.384667,0.000000
2010-09-22,1.324667,0.000000
2010-09-23,1.304000,0.000000
2010-09-24,1.340000,0.000000
2010-09-27,1.368667,0.000000
2010-09-28,1.426667,0.000000
2010-09-29,1.465333,0.000000
2010-09-30,1.360667,0.000000
2010-10-01,1.373333,0.000000
2010-10-04,1.399333,0.000000
2010-10-05,1.408000,0.000000
2010-10-06,1.364000,0.000000
2010-10-07,1.362000,0.000000
2010-10-08,1.362000,0.000000
2010-10-11,1.349333,0.000000
2010-10-12,1.349333,0.000000
2010-10-13,1.369333,0.000000
2010-10-14,1.383333,0.000000
2010-10-15,1.369333,0.000000
2010-10-18,1.348667,0.000000
2010-10-19,1.336667,0.000000
2010-10-20,1.376667,0.000000
2010-10-21,1.383333,0.000000
2010-10-22,1.381333,0.000000
2010-10-25,1.390000,0.000000
2010-10-26,1.424000,0.000000
2010-10-27,1.400000,0.000000
2010-10-28,1.412667,0.000000
2010-10-29,1.456000,0.000000
2010-11-01,1.427333,0.000000
2010-11-02,1.416667,0.000000
2010-11-03,1.451333,0.000000
2010-11-04,1.660000,0.000000
2010-11-05,1.629333,0.000000
2010-11-08,1.665333,0.000000
2010-11-09,1.642000,0.000000
2010-11-10,1.957333,0.000000
2010-11-11,1.869333,0.000000
2010-11-12,1.989333,0.000000
2010-11-15,2.053333,0.000000
2010-11-16,1.978000,0.000000
2010-11-17,1.966000,0.000000
2010-11-18,1.992667,0.000000
2010-11-19,2.066000,0.000000
2010-11-22,2.226667,0.000000
2010-11-23,2.304667,0.000000
2010-11-24,2.364667,0.000000
2010-11-26,2.354667,0.000000
2010-11-29,2.288667,0.000000
2010-11-30,2.355333,0.000000
2010-12-01,2.290000,0.000000
2010-12-02,2.156667,0.000000
2010-12-03,2.099333,0.000000
2010-12-06,2.020667,0.000000
2010-12-07,2.104000,0.000000
2010-12-08,2.158000,0.000000
2010-12-09,2.136667,0.000000
2010-12-10,2.101333,0.000000
2010-12-13,2.036667,0.000000
2010-12-14,1.902000,0.000000
2010-12-15,1.973333,0.000000
2010-12-16,2.054000,0.000000
2010-12-17,2.090667,0.000000
2010-12-20,2.113333,0.000000
2010-12-21,2.150667,0.000000
2010-12-22,2.175333,0.000000
2010-12-23,2.006000,0.000000
2010-12-27,1.703333,0.000000
2010-12-28,1.760667,0.000000
2010-12-29,1.848667,0.000000
2010-12-30,1.766667,0.000000
2010-12-31,1.775333,0.000000
2011-01-03,1.774667,0.000000
2011-01-04,1.778000,0.000000
2011-01-05,1.788667,0.000000
2011-01-06,1.858667,0.000000
2011-01-07,1.882667,0.000000
2011-01-10,1.896667,0.000000
2011-01-11,1.797333,0.000000
2011-01-12,1.797333,0.000000
2011-01-13,1.748000,0.000000
2011-01-14,1.716667,0.000000
2011-01-18,1.709333,0.000000
2011-01-19,1.602000,0.000000
2011-01-20,1.508000,0.000000
2011-01-21,1.536000,0.000000
2011-01-24,1.632667,0.000000
2011-01-25,1.645333,0.000000
2011-01-26,1.650000,0.000000
2011-01-27,1.661333,0.000000
2011-01-28,1.600667,0.000000
2011-01-31,1.606667,0.000000
2011-02-01,1.594000,0.000000
2011-02-02,1.596000,0.000000
2011-02-03,1.575333,0.000000
2011-02-04,1.564000,0.000000
2011-02-07,1.538000,0.000000
2011-02-08,1.632667,0.000000
2011-02-09,1.547333,0.000000
2011-02-10,1.548000,0.000000
2011-02-11,1.550000,0.000000
2011-02-14,1.538667,0.000000
2011-02-15,1.522667,0.000000
2011-02-16,1.648667,0.000000
2011-02-17,1.573333,0.000000
2011-02-18,1.545333,0.000000
2011-02-22,1.458000,0.000000
2011-02-23,1.455333,0.000000
2011-02-24,1.502000,0.000000
2011-02-25,1.574000,0.000000
2011-02-28,1.592667,0.000000
2011-03-01,1.596000,0.000000
2011-03-02,1.601333,0.000000
2011-03-03,1.624000,0.000000
2011-03-04,1.663333,0.000000
2011-03-07,1.662667,0.000000
2011-03-08,1.644000,0.000000
2011-03-09,1.648000,0.000000
2011-03-10,1.600667,0.000000
2011-03-11,1.604667,0.000000
2011-03-14,1.550000,0.000000
2011-03-15,1.530000,0.000000
2011-03-16,1.521333,0.000000
2011-03-17,1.520667,0.000000
2011-03-18,1.530667,0.000000
2011-03-21,1.515333,0.000000
2011-03-22,1.479333,0.000000
2011-03-23,1.480667,0.000000
2011-03-24,1.488667,0.000000
2011-03-25,1.516667,0.000000
2011-03-28,1.550000,0.000000
2011-03-29,1.594667,0.000000
2011-03-30,1.580667,0.000000
2011-03-31,1.850000,0.000000
2011-04-01,1.777333,0.000000
2011-04-04,1.722000,0.000000
2011-04-05,1.780000,0.000000
2011-04-06,1.766000,0.000000
2011-04-07,1.816000,0.000000
2011-04-08,1.766000,0.000000
2011-04-11,1.684667,0.000000
2011-04-12,1.643333,0.000000
2011-04-13,1.662000,0.000000
2011-04-14,1.676000,0.000000
2011-04-15,1.705333,0.000000
2011-04-18,1.668667,0.000000
2011-04-19,1.677333,0.000000
2011-04-20,1.716667,0.000000
2011-04-21,1.782667,0.000000
2011-04-25,1.759333,0.000000
2011-04-26,1.795333,0.000000
2011-04-27,1.805333,0.000000
2011-04-28,1.844000,0.000000
2011-04-29,1.840000,0.000000
2011-05-02,1.830000,0.000000
2011-05-03,1.791333,0.000000
2011-05-04,1.779333,0.000000
2011-05-05,1.762667,0.000000
2011-05-06,1.808000,0.000000
2011-05-09,1.860667,0.000000
2011-05-10,1.888667,0.000000
2011-05-11,1.804667,0.000000
2011-05-12,1.844667,0.000000
2011-05-13,1.836667,0.000000
2011-05-16,1.773333,0.000000
2011-05-17,1.730667,0.000000
2011-05-18,1.756667,0.000000
2011-05-19,1.880000,0.000000
2011-05-20,1.864667,0.000000
2011-05-23,1.788000,0.000000
2011-05-24,1.781333,0.000000
2011-05-25,1.932000,0.000000
2011-05-26,1.965333,0.000000
2011-05-27,1.970000,0.000000
2011-05-31,2.009333,0.000000
2011-06-01,1.901333,0.000000
2011-06-02,1.917333,0.000000
2011-06-03,2.008667,0.000000
2011-06-06,1.913333,0.000000
2011-06-07,1.891333,0.000000
2011-06-08,1.808000,0.000000
2011-06-09,1.841333,0.000000
2011-06-10,1.857333,0.000000
2011-06-13,1.895333,0.000000
2011-06-14,1.906667,0.000000
2011-06-15,1.821333,0.000000
2011-06-16,1.766667,0.000000
2011-06-17,1.766667,0.000000
2011-06-20,1.734000,0.000000
2011-06-21,1.835333,0.000000
2011-06-22,1.814000,0.000000
2011-06-23,1.847333,0.000000
2011-06-24,1.838000,0.000000
2011-06-27,1.830667,0.000000
2011-06-28,1.874000,0.000000
2011-06-29,1.886000,0.000000
2011-06-30,1.942000,0.000000
2011-07-01,1.934667,0.000000
2011-07-05,1.942667,0.000000
2011-07-06,1.930667,0.000000
2011-07-07,1.982000,0.000000
2011-07-08,1.920667,0.000000
2011-07-11,1.890000,0.000000
2011-07-12,1.878000,0.000000
2011-07-13,1.909333,0.000000
2011-07-14,1.840667,0.000000
2011-07-15,1.838667,0.000000
2011-07-18,1.815333,0.000000
2011-07-19,1.859333,0.000000
2011-07-20,1.912667,0.000000
2011-07-21,1.913333,0.000000
2011-07-22,1.952667,0.000000
2011-07-25,1.899333,0.000000
2011-07-26,1.866667,0.000000
2011-07-27,1.842667,0.000000
2011-07-28,1.878000,0.000000
2011-07-29,1.878000,0.000000
2011-08-01,1.918000,0.000000
2011-08-02,1.822667,0.000000
2011-08-03,1.813333,0.000000
2011-08-04,1.650000,0.000000
2011-08-05,1.616000,0.000000
2011-08-08,1.576000,0.000000
2011-08-09,1.670667,0.000000
